id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
405,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,"INT. DIRIGIBLE, TROPHY ROOM",Muntz swings his sword at Carl.,0,Muntz,swings,swing,fast ,short,Yes,No,sword,Carl,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,Muntz misses.,1,Muntz,misses,swing,neutral,neutral,Yes,No,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,Carl uses his cane defensively.,2,Carl,uses,swing,fast ,short,Yes,No,cane,,,,defensively,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,,Muntz swings his sword at Carl but misses. Carl uses his cane to defend himself.,,,,,,,,,,,,,,,
406,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,"TV ANNOUNCER (V.O.)
	Get your Buzz Lightyear action figure and save a galaxy near you!
		MALE CHORUS (V.O.)
	BUZZ LIGHTYEAR!!!",The screen image shows hundreds of boxed Buzzes lining up the store aisle.,0,screen image,shows,look,neutral,neutral,No,No,boxed Buzzes,,store aisle,,lined up,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,,The image on the screen changes to a shot of hundreds of Buzzes in their boxes lining either side of a store aisle.,,,,,,,,,,,,,,,
407,Carl walks to his front door.,"CONSTRUCTION FOREMAN TOM
to Boss, re Carl
	I am not with him!
to Carl
	This is serious. He's out to get your house!",Carl walks to his front door.,0,Carl,walks,go,neutral,short,Yes,Yes,front door,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,,Carl walks to his front door.,,,,,,,,,,,,,,,
408,Carl walks toward the man.,"CARL
	Oh! Hello sir! Thank goodness.",Carl walks toward the man.,0,Carl,walks,go,neutral,short,Yes,Yes,man,,,toward,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,,Carl walks toward the man.,,,,,,,,,,,,,,,
409,The 'rock' walks forward.,"RUSSELL
	Look at that one! That one looks like a dog!",The rock walks forward.,0,rock,walks,goForward,neutral,short,Yes,Yes,,,,forward,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,,The 'rock' walks forward.,,,,,,,,,,,,,,,
410,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.","MUNTZ (O.S.)
	I'm sorry about the dogs hope they weren't too rough on you.
		GAMMA (O.S.)
	We weren't!
		MUNTZ
	Go ahead and moor your airship right next to mine.",Muntz gestures to Carl toward a pylon.,0,Muntz,gestures,wave,neutral,short,Yes,No,Carl,pylon,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",Carl ties the house to the pylon.,1,Carl,ties,touch,neutral,neutral,Yes,No,house,pylon,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",Muntz walks up the gangplank of the dirigible.,2,Muntz,walks,go,neutral,short,Yes,Yes,gangplank,,dirigible,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",The dogs walk up the gangplank of the dirigible.,2,dogs,walk,go,neutral,short,Yes,Yes,gangplank,,dirigible,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,,"Muntz gestures to a pylon, where Carl ties off the house. Muntz and the dogs walk up the gangplank of the dirigible.",,,,,,,,,,,,,,,
411,Muntz stares. He walks to a table full of flight helmets.,"CARL
	But it ran off! It's gone now.",Muntz stares.,0,Muntz,stares,look,neutral,neutral,No,No,,,,,,,Muntz stares. He walks to a table full of flight helmets.,Muntz walks to a table full of flight helmets.,1,Munts,walks,go,neutral,neutral,Yes,Yes,table,flight helmets,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,,Muntz stares. He walks to a table full of flight helmets.,,,,,,,,,,,,,,,
412,Buzz walks over to the toys.,"REX
	Don't shoot! It's okay! Friends!
		BUZZ
to Woody
	Do you know these life forms?
		WOODY
	Yes. They're Andy's toys.
		BUZZ
	Alright, everyone. You're clear to come up.",Buzz walks over to the toys.,0,Buzz,walks,go,neutral,short,Yes,Yes,toys,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,,Buzz walks over to the toys.,,,,,,,,,,,,,,,
413,Woody walks over to Bo Peep.,"MR. POTATO HEAD
	Oh, really? I'm from Playskool.
		REX
	And I'm from Mattel. Well, I'm not actually from Mattel, I'm actually from a smaller company that was purchased in a leveraged buy-out. Well, I don't really understand the financials, but...",Woody walks over to Bo Peep.,0,Woody,walks,go,neutral,short,Yes,Yes,Bo Peep,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,,Woody walks over to Bo Peep.,,,,,,,,,,,,,,,
414,Buzz walks off.,"BUZZ
	You are a sad strange little man and you have my pity. Farewell.",Buzz walks off.,0,Buzz,walks,go,neutral,short,Yes,Yes,,,,away,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,,Buzz walks off.,,,,,,,,,,,,,,,
415,Woody walks away in the opposite direction.,"WOODY
	Oh, yeah? Well, good riddance, ya looney!",Woody walks away in the opposite direction.,0,woody,walks,go,neutral,short,Yes,Yes,,,,opposite direction,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,,Woody walks away in the opposite direction.,,,,,,,,,,,,,,,
416,The family begins to walk away.,"WOODY
to himself
	Andy!
		MRS. DAVIS
	What's Black Hole?
		ANDY
	Oh, it's so cool...",The family begins to walk away.,0,family,walk,go,neutral,neutral,Yes,,,,,away,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,,The family begins to walk away.,,,,,,,,,,,,,,,
417,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,"INT. SID'S ROOM - CONTINUOUS
		HANNAH (O.S.)
pounding on his door
	Sid! Sid!...",Sid carelessly tosses the backpack on the bed.,0,sid,tosses,throw,neutral,short,Yes,No,backpack,bed,,,carelessly,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,Sid walks over to the makeshift workbench.,1,Sid,walks,go,neutral,short,Yes,Yes,workbench,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,,Sid carelessly tosses the backpack on the bed and walks over to a makeshift workbench.,,,,,,,,,,,,,,,
418,"Hamm, Potato Head and Rex walk away from the window.","BO PEEP
GASP
	Woody's gone?!
		HAMM
	Well waddah-ya-know, the weasel ran away.",Hamm walks away from the window.,0,Hamm,walks,go,neutral,short,Yes,Yes,,,,away from window,,,"Hamm, Potato Head and Rex walk away from the window.",Potato Head walks away from the window.,0,Potato Head,walks,go,neutral,short,Yes,Yes,,,,away from window,,,"Hamm, Potato Head and Rex walk away from the window.",Rex walks away from the window.,0,Rex,walks,go,neutral,short,Yes,Yes,,,,away from window,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,,"Hamm, Potato Head and Rex walk away from the window.",,,,,,,,,,,,,,,
419,"Hannah walks into the entryway, and not seeing Buzz, steps on him.","SONG ENDS
		HANNAH (O.S.)
	M-o-o-om? Mom, have you seen my Sally doll?",Hannah walks into the entryway.,0,Hannah,walks,go,neutral,short,Yes,Yes,entryway,,,into,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",Hannah steps on Buzz.,1,Hannah,steps on,kick,neutral,short,Yes,No,Buzz,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,,"Hannah walks into the entryway, and not seeing Buzz, steps on him.",,,,,,,,,,,,,,,
420,Hannah picks up Buzz (and his arm) and smiles.,"MOM (O.S.)
	What, dear? What was that?",Hannah picks up Buzz.,0,Hannah,picks up,collect,neutral,short,Yes,No,Buzz.,,,,,,Hannah picks up Buzz (and his arm) and smiles.,Hannah picks up Buzz's arm.,0,Hannah,picks up,collect,neutral,short,Yes,No,Buzz's arm,,,,,,Hannah picks up Buzz (and his arm) and smiles.,Hannah smiles.,1,Hannah,smiles,laugh,neutral,short,Yes,No,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,,Hannah picks up Buzz (and his arm) and smiles.,,,,,,,,,,,,,,,
421,"Frantic, Woody walks over to the edge of the desk.","WOODY
to Andy's toys
	Just a sec.
			INT. SID'S ROOM - CONTINUOUS","Frantic, Woody walks over to the edge of the desk.",0,Woody,walks,go,fast ,short,Yes,Yes,edge of the desk,,,,,frantic,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,,"Frantic, Woody walks over to the edge of the desk.",,,,,,,,,,,,,,,
422,Hannah walks to the front door...,"INT. SID'S HOUSE/ENTRYWAY
			SFX: DOORBELL",Hannah walks to the front door.,0,Hannah,walks,go,neutral,short,Yes,Yes,front door,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,,Hannah walks to the front door...,,,,,,,,,,,,,,,
423,She fights to keep the machine from crushing Wall-E further.,ON EVE,Eve fights the machine.,0,Eve,fights,fight,neutral,neutral,Yes,Yes,machine,,,,,,She fights to keep the machine from crushing Wall-E further.,The machine is crushing Wall-E.,0,machine,crushing,push,neutral,neutral,No,Yes,Wall-E,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,,She fights to keep the machine from crushing Wall-E further.,,,,,,,,,,,,,,,
